"","scroll_type","scroll_time","scroll_depth","scroll_duration","subj_id","expt_condition","scroll_time_norm"
"173","down",226.588099999994,57,0.0498999999761338,"5ed4954aea62124652e189c9_1649962444265","heading",0.399891462415983
"174","down",236.923099999994,58,10.335,"5ed4954aea62124652e189c9_1649962444265","heading",0.418131071045339
"175","down",236.973599999994,59,0.0504999999999995,"5ed4954aea62124652e189c9_1649962444265","heading",0.418220195402937
"176","down",239.675099999994,60,2.70150000000001,"5ed4954aea62124652e189c9_1649962444265","heading",0.422987907324776
"177","down",239.739700000018,61,0.0646000000238303,"5ed4954aea62124652e189c9_1649962444265","heading",0.423101915908994
"178","down",256.1915,62,16.4517999999821,"5ed4954aea62124652e189c9_1649962444265","heading",0.452136690291975
"179","down",256.258099999994,63,0.0665999999940254,"5ed4954aea62124652e189c9_1649962444265","heading",0.452254228553669
"180","down",258.259200000018,64,2.00110000002383,"5ed4954aea62124652e189c9_1649962444265","heading",0.455785847405013
"181","down",258.308400000006,65,0.0491999999881045,"5ed4954aea62124652e189c9_1649962444265","heading",0.455872677472197
"182","down",258.392099999994,66,0.0836999999880845,"5ed4954aea62124652e189c9_1649962444265","heading",0.45602039447675
"183","down",258.442300000012,67,0.0502000000178668,"5ed4954aea62124652e189c9_1649962444265","heading",0.456108989382751
"184","down",263.275300000012,68,4.83299999999997,"5ed4954aea62124652e189c9_1649962444265","heading",0.46463845513076
"185","down",263.326300000012,69,0.0510000000000446,"5ed4954aea62124652e189c9_1649962444265","heading",0.464728461907741
"186","down",277.210300000012,70,13.884,"5ed4954aea62124652e189c9_1649962444265","heading",0.489231483311706
"187","down",277.260400000006,71,0.0500999999940746,"5ed4954aea62124652e189c9_1649962444265","heading",0.489319901733788
"188","down",281.860800000012,72,4.60040000000595,"5ed4954aea62124652e189c9_1649962444265","heading",0.497438865985225
"189","down",281.910800000012,73,0.0500000000000114,"5ed4954aea62124652e189c9_1649962444265","heading",0.497527107923441
"190","down",288.879300000012,74,6.96850000000001,"5ed4954aea62124652e189c9_1649962444265","heading",0.509825386852678
"191","down",288.928800000012,75,0.0494999999999663,"5ed4954aea62124652e189c9_1649962444265","heading",0.509912746371513
"192","down",296.696,76,7.76719999998812,"5ed4954aea62124652e189c9_1649962444265","heading",0.523620602021799
"193","down",296.745599999994,77,0.0495999999940295,"5ed4954aea62124652e189c9_1649962444265","heading",0.5237081380245
"194","down",306.880599999994,78,10.135,"5ed4954aea62124652e189c9_1649962444265","heading",0.541594778900989
"195","down",306.914,79,0.0334000000059405,"5ed4954aea62124652e189c9_1649962444265","heading",0.541653724515728
"196","down",314.098599999994,80,7.18459999999408,"5ed4954aea62124652e189c9_1649962444265","heading",0.554333385101927
"197","down",314.131300000012,81,0.0327000000178828,"5ed4954aea62124652e189c9_1649962444265","heading",0.554391095329552
"198","down",315.980800000012,82,1.84949999999998,"5ed4954aea62124652e189c9_1649962444265","heading",0.557655164624181
"199","down",316.014200000018,83,0.0334000000059405,"5ed4954aea62124652e189c9_1649962444265","heading",0.55771411023892
"200","down",325.165300000012,84,9.15109999999407,"5ed4954aea62124652e189c9_1649962444265","heading",0.573864326255174
"201","down",325.198700000018,85,0.0334000000059405,"5ed4954aea62124652e189c9_1649962444265","heading",0.573923271869914
"202","down",327.631800000012,86,2.43309999999406,"5ed4954aea62124652e189c9_1649962444265","heading",0.578217301067396
"203","down",327.665400000006,87,0.03359999999401,"5ed4954aea62124652e189c9_1649962444265","heading",0.578276599649866
"204","down",336.683400000006,88,9.01800000000003,"5ed4954aea62124652e189c9_1649962444265","heading",0.594191915626599
"205","down",336.716400000006,89,0.0329999999999586,"5ed4954aea62124652e189c9_1649962444265","heading",0.594250155305822
"206","down",342.933599999994,90,6.21719999998811,"5ed4954aea62124652e189c9_1649962444265","heading",0.605222510871396
"207","down",342.967700000018,91,0.0341000000238409,"5ed4954aea62124652e189c9_1649962444265","heading",0.605282691873302
"208","down",351.234300000012,92,8.26659999999401,"5ed4954aea62124652e189c9_1649962444265","heading",0.619871908002506
"209","down",351.268099999994,93,0.0337999999821363,"5ed4954aea62124652e189c9_1649962444265","heading",0.619931559552709
"210","down",352.468599999994,94,1.20049999999998,"5ed4954aea62124652e189c9_1649962444265","heading",0.622050248489287
"211","down",352.502099999994,95,0.0335000000000036,"5ed4954aea62124652e189c9_1649962444265","heading",0.622109370587893
"212","down",363.7365,96,11.234400000006,"5ed4954aea62124652e189c9_1649962444265","heading",0.641936275201897
"213","down",363.770099999994,97,0.0335999999940668,"5ed4954aea62124652e189c9_1649962444265","heading",0.641995573784369
"214","down",370.269599999994,98,6.49950000000001,"5ed4954aea62124652e189c9_1649962444265","heading",0.653466143333135
"215","down",370.286900000006,99,0.0173000000119146,"5ed4954aea62124652e189c9_1649962444265","heading",0.653496675043779
"216","down",377.354400000006,100,7.0675,"5ed4954aea62124652e189c9_1649962444265","heading",0.665969673010684
"217","up",526.1835,1,148.829099999994,"5ed4954aea62124652e189c9_1649962444265","heading",0.928629037951093
"218","down",526.188400000006,4,0.00490000000593227,"5ed4954aea62124652e189c9_1649962444265","heading",0.928637685661048
"219","down",526.203200000018,7,0.0148000000119737,"5ed4954aea62124652e189c9_1649962444265","heading",0.928663805274782
"220","down",526.219200000018,9,0.0159999999999627,"5ed4954aea62124652e189c9_1649962444265","heading",0.928692042695011
"221","down",526.236400000006,10,0.0171999999880654,"5ed4954aea62124652e189c9_1649962444265","heading",0.928722397921736
"222","down",526.253300000012,11,0.0169000000059896,"5ed4954aea62124652e189c9_1649962444265","heading",0.928752223696864
"223","down",526.2865,12,0.0331999999881418,"5ed4954aea62124652e189c9_1649962444265","heading",0.928810816343819
"224","down",526.303,15,0.0164999999999509,"5ed4954aea62124652e189c9_1649962444265","heading",0.92883993618343
"225","down",526.319599999994,19,0.0165999999940141,"5ed4954aea62124652e189c9_1649962444265","heading",0.928869232506908
"226","down",526.336700000018,21,0.0171000000239019,"5ed4954aea62124652e189c9_1649962444265","heading",0.92889941124982
"227","down",526.352800000012,22,0.0160999999940259,"5ed4954aea62124652e189c9_1649962444265","heading",0.928927825153915
"228","down",526.369700000018,23,0.0169000000059896,"5ed4954aea62124652e189c9_1649962444265","heading",0.928957650929043
"229","down",526.386200000018,24,0.0164999999999509,"5ed4954aea62124652e189c9_1649962444265","heading",0.928986770768654
"230","down",526.436,25,0.0497999999821559,"5ed4954aea62124652e189c9_1649962444265","heading",0.929074659739086
"231","down",552.9895,26,26.5535,"5ed4954aea62124652e189c9_1649962444265","heading",0.975937305867736
"232","down",553.005900000006,29,0.0164000000058877,"5ed4954aea62124652e189c9_1649962444265","heading",0.975966249223481
"233","down",553.022400000006,32,0.0165000000000646,"5ed4954aea62124652e189c9_1649962444265","heading",0.975995369063093
"234","down",553.039099999994,34,0.0166999999880773,"5ed4954aea62124652e189c9_1649962444265","heading",0.976024841870436
"235","down",553.056099999994,35,0.0169999999999391,"5ed4954aea62124652e189c9_1649962444265","heading",0.97605484412943
"236","down",553.072800000012,37,0.0167000000179769,"5ed4954aea62124652e189c9_1649962444265","heading",0.976084316936826
"237","down",553.089400000006,42,0.0165999999940141,"5ed4954aea62124652e189c9_1649962444265","heading",0.976113613260303
